"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat quinquennal","Nombre"
2007,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","< 24 anys",5
2007,7,"Horta-Guinardó",40,"Montbau","Home","< 24 anys",4
2007,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","< 24 anys",5
2007,7,"Horta-Guinardó",42,"la Clota","Home","< 24 anys",0
2007,7,"Horta-Guinardó",43,"Horta","Home","< 24 anys",23
2007,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","< 24 anys",19
2007,8,"Nou Barris",45,"Porta","Home","< 24 anys",16
2007,8,"Nou Barris",46,"el Turó de la Peira","Home","< 24 anys",12
2007,8,"Nou Barris",47,"Can Peguera","Home","< 24 anys",2
2007,8,"Nou Barris",48,"la Guineueta","Home","< 24 anys",12
2007,8,"Nou Barris",49,"Canyelles","Home","< 24 anys",6
2007,8,"Nou Barris",50,"les Roquetes","Home","< 24 anys",20
2007,8,"Nou Barris",51,"Verdun","Home","< 24 anys",13
2007,8,"Nou Barris",52,"la Prosperitat","Home","< 24 anys",15
2007,8,"Nou Barris",53,"la Trinitat Nova","Home","< 24 anys",5
2007,8,"Nou Barris",54,"Torre Baró","Home","< 24 anys",2
2007,8,"Nou Barris",55,"Ciutat Meridiana","Home","< 24 anys",17
2007,8,"Nou Barris",56,"Vallbona","Home","< 24 anys",5
2007,9,"Sant Andreu",57,"la Trinitat Vella","Home","< 24 anys",13
2007,9,"Sant Andreu",58,"Baró de Viver","Home","< 24 anys",1
2007,9,"Sant Andreu",59,"el Bon Pastor","Home","< 24 anys",9
2007,9,"Sant Andreu",60,"Sant Andreu","Home","< 24 anys",56
2007,9,"Sant Andreu",61,"la Sagrera","Home","< 24 anys",37
2007,9,"Sant Andreu",62,"el Congrés i els Indians","Home","< 24 anys",14
2007,9,"Sant Andreu",63,"Navas","Home","< 24 anys",18
2007,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","< 24 anys",42
2007,10,"Sant Martí",65,"el Clot","Home","< 24 anys",27
2007,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","< 24 anys",21
2007,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","< 24 anys",10
2007,10,"Sant Martí",68,"el Poblenou","Home","< 24 anys",30
2007,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","< 24 anys",6
2007,10,"Sant Martí",70,"el Besòs i el Maresme","Home","< 24 anys",17
2007,10,"Sant Martí",71,"Provençals del Poblenou","Home","< 24 anys",11
2007,10,"Sant Martí",72,"Sant Martí de Provençals","Home","< 24 anys",20
2007,10,"Sant Martí",73,"la Verneda i la Pau","Home","< 24 anys",19
2007,99,"No consta",99,"No consta","Home","< 24 anys",3
2007,1,"Ciutat Vella",1,"el Raval","Home","25-29 anys",262
2007,1,"Ciutat Vella",2,"el Barri Gòtic","Home","25-29 anys",115
2007,1,"Ciutat Vella",3,"la Barceloneta","Home","25-29 anys",113
2007,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","25-29 anys",171
2007,2,"Eixample",5,"el Fort Pienc","Home","25-29 anys",129
2007,2,"Eixample",6,"la Sagrada Família","Home","25-29 anys",204
2007,2,"Eixample",7,"la Dreta de l'Eixample","Home","25-29 anys",172
2007,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","25-29 anys",212
2007,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","25-29 anys",265
2007,2,"Eixample",10,"Sant Antoni","Home","25-29 anys",164
2007,3,"Sants-Montjuïc",11,"el Poble Sec","Home","25-29 anys",193
2007,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","25-29 anys",3
2007,3,"Sants-Montjuïc",13,"la Marina de Port","Home","25-29 anys",83
2007,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","25-29 anys",44
2007,3,"Sants-Montjuïc",15,"Hostafrancs","Home","25-29 anys",81
2007,3,"Sants-Montjuïc",16,"la Bordeta","Home","25-29 anys",68
2007,3,"Sants-Montjuïc",17,"Sants - Badal","Home","25-29 anys",100
2007,3,"Sants-Montjuïc",18,"Sants","Home","25-29 anys",190
2007,4,"Les Corts",19,"les Corts","Home","25-29 anys",166
2007,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","25-29 anys",96
2007,4,"Les Corts",21,"Pedralbes","Home","25-29 anys",27
2007,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","25-29 anys",3
2007,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","25-29 anys",64
2007,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","25-29 anys",25
2007,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","25-29 anys",65
2007,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","25-29 anys",134
2007,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","25-29 anys",134
2007,6,"Gràcia",28,"Vallcarca i els Penitents","Home","25-29 anys",52
2007,6,"Gràcia",29,"el Coll","Home","25-29 anys",21
2007,6,"Gràcia",30,"la Salut","Home","25-29 anys",43
2007,6,"Gràcia",31,"la Vila de Gràcia","Home","25-29 anys",349
2007,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","25-29 anys",155
2007,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","25-29 anys",85
2007,7,"Horta-Guinardó",34,"Can Baró","Home","25-29 anys",31
2007,7,"Horta-Guinardó",35,"el Guinardó","Home","25-29 anys",124
2007,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","25-29 anys",31
2007,7,"Horta-Guinardó",37,"el Carmel","Home","25-29 anys",105
2007,7,"Horta-Guinardó",38,"la Teixonera","Home","25-29 anys",38
2007,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","25-29 anys",20
2007,7,"Horta-Guinardó",40,"Montbau","Home","25-29 anys",15
2007,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","25-29 anys",10
2007,7,"Horta-Guinardó",42,"la Clota","Home","25-29 anys",5
2007,7,"Horta-Guinardó",43,"Horta","Home","25-29 anys",83
2007,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","25-29 anys",70
2007,8,"Nou Barris",45,"Porta","Home","25-29 anys",67
2007,8,"Nou Barris",46,"el Turó de la Peira","Home","25-29 anys",34
2007,8,"Nou Barris",47,"Can Peguera","Home","25-29 anys",13
2007,8,"Nou Barris",48,"la Guineueta","Home","25-29 anys",43
2007,8,"Nou Barris",49,"Canyelles","Home","25-29 anys",16
2007,8,"Nou Barris",50,"les Roquetes","Home","25-29 anys",58
2007,8,"Nou Barris",51,"Verdun","Home","25-29 anys",43
2007,8,"Nou Barris",52,"la Prosperitat","Home","25-29 anys",64
2007,8,"Nou Barris",53,"la Trinitat Nova","Home","25-29 anys",30
2007,8,"Nou Barris",54,"Torre Baró","Home","25-29 anys",3
2007,8,"Nou Barris",55,"Ciutat Meridiana","Home","25-29 anys",31
2007,8,"Nou Barris",56,"Vallbona","Home","25-29 anys",16
2007,9,"Sant Andreu",57,"la Trinitat Vella","Home","25-29 anys",39
2007,9,"Sant Andreu",58,"Baró de Viver","Home","25-29 anys",11
2007,9,"Sant Andreu",59,"el Bon Pastor","Home","25-29 anys",51
2007,9,"Sant Andreu",60,"Sant Andreu","Home","25-29 anys",177
2007,9,"Sant Andreu",61,"la Sagrera","Home","25-29 anys",85
2007,9,"Sant Andreu",62,"el Congrés i els Indians","Home","25-29 anys",49
2007,9,"Sant Andreu",63,"Navas","Home","25-29 anys",53
2007,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","25-29 anys",178
2007,10,"Sant Martí",65,"el Clot","Home","25-29 anys",88
2007,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","25-29 anys",43
2007,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","25-29 anys",37
2007,10,"Sant Martí",68,"el Poblenou","Home","25-29 anys",101
2007,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","25-29 anys",47
2007,10,"Sant Martí",70,"el Besòs i el Maresme","Home","25-29 anys",69
2007,10,"Sant Martí",71,"Provençals del Poblenou","Home","25-29 anys",66
2007,10,"Sant Martí",72,"Sant Martí de Provençals","Home","25-29 anys",66
2007,10,"Sant Martí",73,"la Verneda i la Pau","Home","25-29 anys",54
2007,99,"No consta",99,"No consta","Home","25-29 anys",8
2007,1,"Ciutat Vella",1,"el Raval","Home","30-34 anys",437
2007,1,"Ciutat Vella",2,"el Barri Gòtic","Home","30-34 anys",174
2007,1,"Ciutat Vella",3,"la Barceloneta","Home","30-34 anys",163
2007,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","30-34 anys",281
2007,2,"Eixample",5,"el Fort Pienc","Home","30-34 anys",208
2007,2,"Eixample",6,"la Sagrada Família","Home","30-34 anys",331
2007,2,"Eixample",7,"la Dreta de l'Eixample","Home","30-34 anys",324
2007,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","30-34 anys",317
2007,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","30-34 anys",350
2007,2,"Eixample",10,"Sant Antoni","Home","30-34 anys",212
2007,3,"Sants-Montjuïc",11,"el Poble Sec","Home","30-34 anys",339
2007,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","30-34 anys",2
2007,3,"Sants-Montjuïc",13,"la Marina de Port","Home","30-34 anys",152
2007,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","30-34 anys",60
2007,3,"Sants-Montjuïc",15,"Hostafrancs","Home","30-34 anys",103
2007,3,"Sants-Montjuïc",16,"la Bordeta","Home","30-34 anys",105
2007,3,"Sants-Montjuïc",17,"Sants - Badal","Home","30-34 anys",142
2007,3,"Sants-Montjuïc",18,"Sants","Home","30-34 anys",306
2007,4,"Les Corts",19,"les Corts","Home","30-34 anys",242
2007,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","30-34 anys",91
2007,4,"Les Corts",21,"Pedralbes","Home","30-34 anys",41
2007,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","30-34 anys",18
2007,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","30-34 anys",121
2007,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","30-34 anys",58
2007,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","30-34 anys",120
2007,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","30-34 anys",230
2007,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","30-34 anys",198
2007,6,"Gràcia",28,"Vallcarca i els Penitents","Home","30-34 anys",108
2007,6,"Gràcia",29,"el Coll","Home","30-34 anys",61
2007,6,"Gràcia",30,"la Salut","Home","30-34 anys",73
2007,6,"Gràcia",31,"la Vila de Gràcia","Home","30-34 anys",533
2007,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","30-34 anys",223
2007,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","30-34 anys",164
2007,7,"Horta-Guinardó",34,"Can Baró","Home","30-34 anys",58
2007,7,"Horta-Guinardó",35,"el Guinardó","Home","30-34 anys",193
2007,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","30-34 anys",40
2007,7,"Horta-Guinardó",37,"el Carmel","Home","30-34 anys",185
2007,7,"Horta-Guinardó",38,"la Teixonera","Home","30-34 anys",77
2007,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","30-34 anys",28
2007,7,"Horta-Guinardó",40,"Montbau","Home","30-34 anys",22
2007,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","30-34 anys",23
2007,7,"Horta-Guinardó",42,"la Clota","Home","30-34 anys",3
2007,7,"Horta-Guinardó",43,"Horta","Home","30-34 anys",112
2007,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","30-34 anys",112
2007,8,"Nou Barris",45,"Porta","Home","30-34 anys",129
2007,8,"Nou Barris",46,"el Turó de la Peira","Home","30-34 anys",69
2007,8,"Nou Barris",47,"Can Peguera","Home","30-34 anys",12
2007,8,"Nou Barris",48,"la Guineueta","Home","30-34 anys",58
2007,8,"Nou Barris",49,"Canyelles","Home","30-34 anys",19
2007,8,"Nou Barris",50,"les Roquetes","Home","30-34 anys",76
2007,8,"Nou Barris",51,"Verdun","Home","30-34 anys",64
2007,8,"Nou Barris",52,"la Prosperitat","Home","30-34 anys",107
2007,8,"Nou Barris",53,"la Trinitat Nova","Home","30-34 anys",43
2007,8,"Nou Barris",54,"Torre Baró","Home","30-34 anys",7
2007,8,"Nou Barris",55,"Ciutat Meridiana","Home","30-34 anys",52
2007,8,"Nou Barris",56,"Vallbona","Home","30-34 anys",18
2007,9,"Sant Andreu",57,"la Trinitat Vella","Home","30-34 anys",63
2007,9,"Sant Andreu",58,"Baró de Viver","Home","30-34 anys",18
2007,9,"Sant Andreu",59,"el Bon Pastor","Home","30-34 anys",78
2007,9,"Sant Andreu",60,"Sant Andreu","Home","30-34 anys",343
2007,9,"Sant Andreu",61,"la Sagrera","Home","30-34 anys",150
2007,9,"Sant Andreu",62,"el Congrés i els Indians","Home","30-34 anys",76
2007,9,"Sant Andreu",63,"Navas","Home","30-34 anys",89
2007,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","30-34 anys",275
2007,10,"Sant Martí",65,"el Clot","Home","30-34 anys",140
2007,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","30-34 anys",87
2007,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","30-34 anys",63
2007,10,"Sant Martí",68,"el Poblenou","Home","30-34 anys",240
2007,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","30-34 anys",112
2007,10,"Sant Martí",70,"el Besòs i el Maresme","Home","30-34 anys",86
2007,10,"Sant Martí",71,"Provençals del Poblenou","Home","30-34 anys",89
2007,10,"Sant Martí",72,"Sant Martí de Provençals","Home","30-34 anys",106
2007,10,"Sant Martí",73,"la Verneda i la Pau","Home","30-34 anys",99
2007,99,"No consta",99,"No consta","Home","30-34 anys",16
2007,1,"Ciutat Vella",1,"el Raval","Home","35-39 anys",384
2007,1,"Ciutat Vella",2,"el Barri Gòtic","Home","35-39 anys",154
2007,1,"Ciutat Vella",3,"la Barceloneta","Home","35-39 anys",175
2007,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","35-39 anys",291
2007,2,"Eixample",5,"el Fort Pienc","Home","35-39 anys",164
2007,2,"Eixample",6,"la Sagrada Família","Home","35-39 anys",278
2007,2,"Eixample",7,"la Dreta de l'Eixample","Home","35-39 anys",307
2007,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","35-39 anys",293
2007,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","35-39 anys",283
2007,2,"Eixample",10,"Sant Antoni","Home","35-39 anys",258
2007,3,"Sants-Montjuïc",11,"el Poble Sec","Home","35-39 anys",285
2007,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","35-39 anys",6
2007,3,"Sants-Montjuïc",13,"la Marina de Port","Home","35-39 anys",151
2007,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","35-39 anys",60
2007,3,"Sants-Montjuïc",15,"Hostafrancs","Home","35-39 anys",91
2007,3,"Sants-Montjuïc",16,"la Bordeta","Home","35-39 anys",78
2007,3,"Sants-Montjuïc",17,"Sants - Badal","Home","35-39 anys",106
2007,3,"Sants-Montjuïc",18,"Sants","Home","35-39 anys",225
2007,4,"Les Corts",19,"les Corts","Home","35-39 anys",206
2007,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","35-39 anys",92
2007,4,"Les Corts",21,"Pedralbes","Home","35-39 anys",27
2007,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","35-39 anys",18
2007,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","35-39 anys",102
2007,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","35-39 anys",43
2007,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","35-39 anys",94
2007,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","35-39 anys",170
2007,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","35-39 anys",177
2007,6,"Gràcia",28,"Vallcarca i els Penitents","Home","35-39 anys",110
2007,6,"Gràcia",29,"el Coll","Home","35-39 anys",48
2007,6,"Gràcia",30,"la Salut","Home","35-39 anys",73
2007,6,"Gràcia",31,"la Vila de Gràcia","Home","35-39 anys",405
2007,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","35-39 anys",196
2007,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","35-39 anys",121
2007,7,"Horta-Guinardó",34,"Can Baró","Home","35-39 anys",44
2007,7,"Horta-Guinardó",35,"el Guinardó","Home","35-39 anys",198
2007,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","35-39 anys",30
2007,7,"Horta-Guinardó",37,"el Carmel","Home","35-39 anys",161
2007,7,"Horta-Guinardó",38,"la Teixonera","Home","35-39 anys",57
2007,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","35-39 anys",34
2007,7,"Horta-Guinardó",40,"Montbau","Home","35-39 anys",28
2007,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","35-39 anys",22
2007,7,"Horta-Guinardó",42,"la Clota","Home","35-39 anys",1
2007,7,"Horta-Guinardó",43,"Horta","Home","35-39 anys",115
2007,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","35-39 anys",93
2007,8,"Nou Barris",45,"Porta","Home","35-39 anys",104
2007,8,"Nou Barris",46,"el Turó de la Peira","Home","35-39 anys",50
2007,8,"Nou Barris",47,"Can Peguera","Home","35-39 anys",16
2007,8,"Nou Barris",48,"la Guineueta","Home","35-39 anys",46
2007,8,"Nou Barris",49,"Canyelles","Home","35-39 anys",17
2007,8,"Nou Barris",50,"les Roquetes","Home","35-39 anys",70
2007,8,"Nou Barris",51,"Verdun","Home","35-39 anys",56
2007,8,"Nou Barris",52,"la Prosperitat","Home","35-39 anys",116
2007,8,"Nou Barris",53,"la Trinitat Nova","Home","35-39 anys",34
2007,8,"Nou Barris",54,"Torre Baró","Home","35-39 anys",7
2007,8,"Nou Barris",55,"Ciutat Meridiana","Home","35-39 anys",40
2007,8,"Nou Barris",56,"Vallbona","Home","35-39 anys",11
2007,9,"Sant Andreu",57,"la Trinitat Vella","Home","35-39 anys",56
2007,9,"Sant Andreu",58,"Baró de Viver","Home","35-39 anys",16
2007,9,"Sant Andreu",59,"el Bon Pastor","Home","35-39 anys",43
2007,9,"Sant Andreu",60,"Sant Andreu","Home","35-39 anys",271
2007,9,"Sant Andreu",61,"la Sagrera","Home","35-39 anys",108
2007,9,"Sant Andreu",62,"el Congrés i els Indians","Home","35-39 anys",84
2007,9,"Sant Andreu",63,"Navas","Home","35-39 anys",79
2007,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","35-39 anys",192
2007,10,"Sant Martí",65,"el Clot","Home","35-39 anys",117
2007,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","35-39 anys",62
2007,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","35-39 anys",62
2007,10,"Sant Martí",68,"el Poblenou","Home","35-39 anys",230
2007,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","35-39 anys",113
2007,10,"Sant Martí",70,"el Besòs i el Maresme","Home","35-39 anys",79
2007,10,"Sant Martí",71,"Provençals del Poblenou","Home","35-39 anys",102
2007,10,"Sant Martí",72,"Sant Martí de Provençals","Home","35-39 anys",112
2007,10,"Sant Martí",73,"la Verneda i la Pau","Home","35-39 anys",96
2007,99,"No consta",99,"No consta","Home","35-39 anys",10
2007,1,"Ciutat Vella",1,"el Raval","Home","40-44 anys",320
2007,1,"Ciutat Vella",2,"el Barri Gòtic","Home","40-44 anys",145
2007,1,"Ciutat Vella",3,"la Barceloneta","Home","40-44 anys",125
2007,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","40-44 anys",191
2007,2,"Eixample",5,"el Fort Pienc","Home","40-44 anys",146
2007,2,"Eixample",6,"la Sagrada Família","Home","40-44 anys",247
2007,2,"Eixample",7,"la Dreta de l'Eixample","Home","40-44 anys",226
2007,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","40-44 anys",207
2007,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","40-44 anys",269
2007,2,"Eixample",10,"Sant Antoni","Home","40-44 anys",201
2007,3,"Sants-Montjuïc",11,"el Poble Sec","Home","40-44 anys",241
2007,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","40-44 anys",1
2007,3,"Sants-Montjuïc",13,"la Marina de Port","Home","40-44 anys",115
2007,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","40-44 anys",54
2007,3,"Sants-Montjuïc",15,"Hostafrancs","Home","40-44 anys",71
2007,3,"Sants-Montjuïc",16,"la Bordeta","Home","40-44 anys",65
2007,3,"Sants-Montjuïc",17,"Sants - Badal","Home","40-44 anys",104
2007,3,"Sants-Montjuïc",18,"Sants","Home","40-44 anys",185
2007,4,"Les Corts",19,"les Corts","Home","40-44 anys",186
2007,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","40-44 anys",63
2007,4,"Les Corts",21,"Pedralbes","Home","40-44 anys",28
2007,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","40-44 anys",31
2007,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","40-44 anys",106
2007,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","40-44 anys",53
2007,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","40-44 anys",67
2007,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","40-44 anys",186
2007,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","40-44 anys",130
2007,6,"Gràcia",28,"Vallcarca i els Penitents","Home","40-44 anys",63
2007,6,"Gràcia",29,"el Coll","Home","40-44 anys",49
2007,6,"Gràcia",30,"la Salut","Home","40-44 anys",46
2007,6,"Gràcia",31,"la Vila de Gràcia","Home","40-44 anys",320
2007,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","40-44 anys",137
2007,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","40-44 anys",114
2007,7,"Horta-Guinardó",34,"Can Baró","Home","40-44 anys",40
2007,7,"Horta-Guinardó",35,"el Guinardó","Home","40-44 anys",152
2007,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","40-44 anys",37
2007,7,"Horta-Guinardó",37,"el Carmel","Home","40-44 anys",112
2007,7,"Horta-Guinardó",38,"la Teixonera","Home","40-44 anys",43
2007,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","40-44 anys",27
2007,7,"Horta-Guinardó",40,"Montbau","Home","40-44 anys",19
2007,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","40-44 anys",25
2007,7,"Horta-Guinardó",42,"la Clota","Home","40-44 anys",2
2007,7,"Horta-Guinardó",43,"Horta","Home","40-44 anys",93
2007,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","40-44 anys",90
2007,8,"Nou Barris",45,"Porta","Home","40-44 anys",77
2007,8,"Nou Barris",46,"el Turó de la Peira","Home","40-44 anys",54
2007,8,"Nou Barris",47,"Can Peguera","Home","40-44 anys",7
2007,8,"Nou Barris",48,"la Guineueta","Home","40-44 anys",39
2007,8,"Nou Barris",49,"Canyelles","Home","40-44 anys",13
2007,8,"Nou Barris",50,"les Roquetes","Home","40-44 anys",52
2007,8,"Nou Barris",51,"Verdun","Home","40-44 anys",43
2007,8,"Nou Barris",52,"la Prosperitat","Home","40-44 anys",87
2007,8,"Nou Barris",53,"la Trinitat Nova","Home","40-44 anys",23
2007,8,"Nou Barris",54,"Torre Baró","Home","40-44 anys",6
2007,8,"Nou Barris",55,"Ciutat Meridiana","Home","40-44 anys",25
2007,8,"Nou Barris",56,"Vallbona","Home","40-44 anys",7
2007,9,"Sant Andreu",57,"la Trinitat Vella","Home","40-44 anys",30
