"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat quinquennal","Nombre"
2008,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","25-29 anys",247
2008,2,"Eixample",10,"Sant Antoni","Home","25-29 anys",163
2008,3,"Sants-Montjuïc",11,"el Poble Sec","Home","25-29 anys",174
2008,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","25-29 anys",3
2008,3,"Sants-Montjuïc",13,"la Marina de Port","Home","25-29 anys",77
2008,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","25-29 anys",40
2008,3,"Sants-Montjuïc",15,"Hostafrancs","Home","25-29 anys",76
2008,3,"Sants-Montjuïc",16,"la Bordeta","Home","25-29 anys",71
2008,3,"Sants-Montjuïc",17,"Sants - Badal","Home","25-29 anys",84
2008,3,"Sants-Montjuïc",18,"Sants","Home","25-29 anys",180
2008,4,"Les Corts",19,"les Corts","Home","25-29 anys",155
2008,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","25-29 anys",106
2008,4,"Les Corts",21,"Pedralbes","Home","25-29 anys",24
2008,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","25-29 anys",6
2008,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","25-29 anys",55
2008,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","25-29 anys",24
2008,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","25-29 anys",69
2008,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","25-29 anys",148
2008,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","25-29 anys",131
2008,6,"Gràcia",28,"Vallcarca i els Penitents","Home","25-29 anys",56
2008,6,"Gràcia",29,"el Coll","Home","25-29 anys",27
2008,6,"Gràcia",30,"la Salut","Home","25-29 anys",48
2008,6,"Gràcia",31,"la Vila de Gràcia","Home","25-29 anys",331
2008,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","25-29 anys",159
2008,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","25-29 anys",104
2008,7,"Horta-Guinardó",34,"Can Baró","Home","25-29 anys",34
2008,7,"Horta-Guinardó",35,"el Guinardó","Home","25-29 anys",123
2008,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","25-29 anys",22
2008,7,"Horta-Guinardó",37,"el Carmel","Home","25-29 anys",99
2008,7,"Horta-Guinardó",38,"la Teixonera","Home","25-29 anys",42
2008,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","25-29 anys",15
2008,7,"Horta-Guinardó",40,"Montbau","Home","25-29 anys",13
2008,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","25-29 anys",9
2008,7,"Horta-Guinardó",42,"la Clota","Home","25-29 anys",6
2008,7,"Horta-Guinardó",43,"Horta","Home","25-29 anys",81
2008,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","25-29 anys",62
2008,8,"Nou Barris",45,"Porta","Home","25-29 anys",65
2008,8,"Nou Barris",46,"el Turó de la Peira","Home","25-29 anys",38
2008,8,"Nou Barris",47,"Can Peguera","Home","25-29 anys",11
2008,8,"Nou Barris",48,"la Guineueta","Home","25-29 anys",31
2008,8,"Nou Barris",49,"Canyelles","Home","25-29 anys",13
2008,8,"Nou Barris",50,"les Roquetes","Home","25-29 anys",53
2008,8,"Nou Barris",51,"Verdun","Home","25-29 anys",39
2008,8,"Nou Barris",52,"la Prosperitat","Home","25-29 anys",67
2008,8,"Nou Barris",53,"la Trinitat Nova","Home","25-29 anys",23
2008,8,"Nou Barris",54,"Torre Baró","Home","25-29 anys",5
2008,8,"Nou Barris",55,"Ciutat Meridiana","Home","25-29 anys",19
2008,8,"Nou Barris",56,"Vallbona","Home","25-29 anys",12
2008,9,"Sant Andreu",57,"la Trinitat Vella","Home","25-29 anys",39
2008,9,"Sant Andreu",58,"Baró de Viver","Home","25-29 anys",11
2008,9,"Sant Andreu",59,"el Bon Pastor","Home","25-29 anys",40
2008,9,"Sant Andreu",60,"Sant Andreu","Home","25-29 anys",179
2008,9,"Sant Andreu",61,"la Sagrera","Home","25-29 anys",79
2008,9,"Sant Andreu",62,"el Congrés i els Indians","Home","25-29 anys",40
2008,9,"Sant Andreu",63,"Navas","Home","25-29 anys",42
2008,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","25-29 anys",141
2008,10,"Sant Martí",65,"el Clot","Home","25-29 anys",81
2008,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","25-29 anys",51
2008,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","25-29 anys",28
