Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloc_procedencia,Nombre
2017,2,Eixample,10,Sant Antoni,Illes Balears,46
2017,3,Sants-Montjuïc,11,el Poble Sec,Illes Balears,50
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Illes Balears,1
2017,3,Sants-Montjuïc,13,la Marina de Port,Illes Balears,11
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Illes Balears,18
2017,3,Sants-Montjuïc,15,Hostafrancs,Illes Balears,17
2017,3,Sants-Montjuïc,16,la Bordeta,Illes Balears,7
2017,3,Sants-Montjuïc,17,Sants - Badal,Illes Balears,15
2017,3,Sants-Montjuïc,18,Sants,Illes Balears,57
2017,4,Les Corts,19,les Corts,Illes Balears,42
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Illes Balears,16
2017,4,Les Corts,21,Pedralbes,Illes Balears,10
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Illes Balears,5
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Illes Balears,38
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Illes Balears,30
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Illes Balears,44
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Illes Balears,71
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Illes Balears,51
2017,6,Gràcia,28,Vallcarca i els Penitents,Illes Balears,13
2017,6,Gràcia,29,el Coll,Illes Balears,4
2017,6,Gràcia,30,la Salut,Illes Balears,26
2017,6,Gràcia,31,la Vila de Gràcia,Illes Balears,82
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Illes Balears,37
2017,7,Horta-Guinardó,33,el Baix Guinardó,Illes Balears,24
2017,7,Horta-Guinardó,34,Can Baró,Illes Balears,7
2017,7,Horta-Guinardó,35,el Guinardó,Illes Balears,44
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Illes Balears,10
2017,7,Horta-Guinardó,37,el Carmel,Illes Balears,13
2017,7,Horta-Guinardó,38,la Teixonera,Illes Balears,6
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Illes Balears,9
2017,7,Horta-Guinardó,40,Montbau,Illes Balears,3
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Illes Balears,2
2017,7,Horta-Guinardó,42,la Clota,Illes Balears,0
2017,7,Horta-Guinardó,43,Horta,Illes Balears,14
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Illes Balears,17
2017,8,Nou Barris,45,Porta,Illes Balears,21
2017,8,Nou Barris,46,el Turó de la Peira,Illes Balears,6
2017,8,Nou Barris,47,Can Peguera,Illes Balears,0
2017,8,Nou Barris,48,la Guineueta,Illes Balears,6
2017,8,Nou Barris,49,Canyelles,Illes Balears,6
2017,8,Nou Barris,50,les Roquetes,Illes Balears,7
2017,8,Nou Barris,51,Verdun,Illes Balears,10
2017,8,Nou Barris,52,la Prosperitat,Illes Balears,18
2017,8,Nou Barris,53,la Trinitat Nova,Illes Balears,3
2017,8,Nou Barris,54,Torre Baró,Illes Balears,0
2017,8,Nou Barris,55,Ciutat Meridiana,Illes Balears,8
2017,8,Nou Barris,56,Vallbona,Illes Balears,0
2017,9,Sant Andreu,57,la Trinitat Vella,Illes Balears,6
2017,9,Sant Andreu,58,Baró de Viver,Illes Balears,2
2017,9,Sant Andreu,59,el Bon Pastor,Illes Balears,2
2017,9,Sant Andreu,60,Sant Andreu,Illes Balears,33
2017,9,Sant Andreu,61,la Sagrera,Illes Balears,18
2017,9,Sant Andreu,62,el Congrés i els Indians,Illes Balears,12
2017,9,Sant Andreu,63,Navas,Illes Balears,8
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Illes Balears,36
2017,10,Sant Martí,65,el Clot,Illes Balears,12
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Illes Balears,19
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Illes Balears,4
2017,10,Sant Martí,68,el Poblenou,Illes Balears,32
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Illes Balears,7
2017,10,Sant Martí,70,el Besòs i el Maresme,Illes Balears,19
2017,10,Sant Martí,71,Provençals del Poblenou,Illes Balears,17
2017,10,Sant Martí,72,Sant Martí de Provençals,Illes Balears,9
2017,10,Sant Martí,73,la Verneda i la Pau,Illes Balears,17
2017,99,No consta,99,No consta,Illes Balears,0
2017,1,Ciutat Vella,1,el Raval,Canàries,53
2017,1,Ciutat Vella,2,el Barri Gòtic,Canàries,21
2017,1,Ciutat Vella,3,la Barceloneta,Canàries,18
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Canàries,15
2017,2,Eixample,5,el Fort Pienc,Canàries,19
2017,2,Eixample,6,la Sagrada Família,Canàries,34
2017,2,Eixample,7,la Dreta de l'Eixample,Canàries,37
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Canàries,21
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Canàries,44
2017,2,Eixample,10,Sant Antoni,Canàries,13
2017,3,Sants-Montjuïc,11,el Poble Sec,Canàries,23
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Canàries,1
2017,3,Sants-Montjuïc,13,la Marina de Port,Canàries,8
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Canàries,4
2017,3,Sants-Montjuïc,15,Hostafrancs,Canàries,9
2017,3,Sants-Montjuïc,16,la Bordeta,Canàries,12
2017,3,Sants-Montjuïc,17,Sants - Badal,Canàries,8
2017,3,Sants-Montjuïc,18,Sants,Canàries,25
2017,4,Les Corts,19,les Corts,Canàries,19
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Canàries,22
2017,4,Les Corts,21,Pedralbes,Canàries,7
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Canàries,2
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Canàries,8
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Canàries,7
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Canàries,11
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Canàries,20
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Canàries,19
2017,6,Gràcia,28,Vallcarca i els Penitents,Canàries,10
2017,6,Gràcia,29,el Coll,Canàries,2
2017,6,Gràcia,30,la Salut,Canàries,5
2017,6,Gràcia,31,la Vila de Gràcia,Canàries,36
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Canàries,8
2017,7,Horta-Guinardó,33,el Baix Guinardó,Canàries,14
2017,7,Horta-Guinardó,34,Can Baró,Canàries,2
2017,7,Horta-Guinardó,35,el Guinardó,Canàries,10
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Canàries,4
2017,7,Horta-Guinardó,37,el Carmel,Canàries,14
2017,7,Horta-Guinardó,38,la Teixonera,Canàries,2
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Canàries,0
2017,7,Horta-Guinardó,40,Montbau,Canàries,2
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Canàries,4
2017,7,Horta-Guinardó,42,la Clota,Canàries,0
2017,7,Horta-Guinardó,43,Horta,Canàries,12
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Canàries,6
2017,8,Nou Barris,45,Porta,Canàries,8
2017,8,Nou Barris,46,el Turó de la Peira,Canàries,5
2017,8,Nou Barris,47,Can Peguera,Canàries,0
2017,8,Nou Barris,48,la Guineueta,Canàries,11
2017,8,Nou Barris,49,Canyelles,Canàries,2
2017,8,Nou Barris,50,les Roquetes,Canàries,4
2017,8,Nou Barris,51,Verdun,Canàries,8
2017,8,Nou Barris,52,la Prosperitat,Canàries,10
2017,8,Nou Barris,53,la Trinitat Nova,Canàries,4
2017,8,Nou Barris,54,Torre Baró,Canàries,1
2017,8,Nou Barris,55,Ciutat Meridiana,Canàries,1
2017,8,Nou Barris,56,Vallbona,Canàries,0
2017,9,Sant Andreu,57,la Trinitat Vella,Canàries,2
2017,9,Sant Andreu,58,Baró de Viver,Canàries,0
2017,9,Sant Andreu,59,el Bon Pastor,Canàries,4
2017,9,Sant Andreu,60,Sant Andreu,Canàries,27
2017,9,Sant Andreu,61,la Sagrera,Canàries,5
2017,9,Sant Andreu,62,el Congrés i els Indians,Canàries,14
2017,9,Sant Andreu,63,Navas,Canàries,10
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Canàries,28
2017,10,Sant Martí,65,el Clot,Canàries,15
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Canàries,15
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Canàries,2
2017,10,Sant Martí,68,el Poblenou,Canàries,18
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Canàries,2
2017,10,Sant Martí,70,el Besòs i el Maresme,Canàries,22
2017,10,Sant Martí,71,Provençals del Poblenou,Canàries,10
2017,10,Sant Martí,72,Sant Martí de Provençals,Canàries,15
2017,10,Sant Martí,73,la Verneda i la Pau,Canàries,9
2017,99,No consta,99,No consta,Canàries,0
2017,1,Ciutat Vella,1,el Raval,Cantàbria,6
2017,1,Ciutat Vella,2,el Barri Gòtic,Cantàbria,3
2017,1,Ciutat Vella,3,la Barceloneta,Cantàbria,3
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Cantàbria,5
2017,2,Eixample,5,el Fort Pienc,Cantàbria,1
2017,2,Eixample,6,la Sagrada Família,Cantàbria,9
2017,2,Eixample,7,la Dreta de l'Eixample,Cantàbria,2
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Cantàbria,6
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Cantàbria,14
2017,2,Eixample,10,Sant Antoni,Cantàbria,4
2017,3,Sants-Montjuïc,11,el Poble Sec,Cantàbria,7
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Cantàbria,0
2017,3,Sants-Montjuïc,13,la Marina de Port,Cantàbria,0
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Cantàbria,4
2017,3,Sants-Montjuïc,15,Hostafrancs,Cantàbria,4
2017,3,Sants-Montjuïc,16,la Bordeta,Cantàbria,2
2017,3,Sants-Montjuïc,17,Sants - Badal,Cantàbria,3
2017,3,Sants-Montjuïc,18,Sants,Cantàbria,3
2017,4,Les Corts,19,les Corts,Cantàbria,4
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Cantàbria,2
2017,4,Les Corts,21,Pedralbes,Cantàbria,1
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Cantàbria,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Cantàbria,1
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Cantàbria,0
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Cantàbria,1
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Cantàbria,2
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Cantàbria,3
2017,6,Gràcia,28,Vallcarca i els Penitents,Cantàbria,1
2017,6,Gràcia,29,el Coll,Cantàbria,1
2017,6,Gràcia,30,la Salut,Cantàbria,2
2017,6,Gràcia,31,la Vila de Gràcia,Cantàbria,11
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Cantàbria,4
2017,7,Horta-Guinardó,33,el Baix Guinardó,Cantàbria,1
2017,7,Horta-Guinardó,34,Can Baró,Cantàbria,1
2017,7,Horta-Guinardó,35,el Guinardó,Cantàbria,9
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Cantàbria,0
2017,7,Horta-Guinardó,37,el Carmel,Cantàbria,4
2017,7,Horta-Guinardó,38,la Teixonera,Cantàbria,1
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Cantàbria,0
2017,7,Horta-Guinardó,40,Montbau,Cantàbria,0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Cantàbria,0
2017,7,Horta-Guinardó,42,la Clota,Cantàbria,0
2017,7,Horta-Guinardó,43,Horta,Cantàbria,2
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Cantàbria,0
2017,8,Nou Barris,45,Porta,Cantàbria,0
2017,8,Nou Barris,46,el Turó de la Peira,Cantàbria,4
2017,8,Nou Barris,47,Can Peguera,Cantàbria,0
2017,8,Nou Barris,48,la Guineueta,Cantàbria,2
2017,8,Nou Barris,49,Canyelles,Cantàbria,0
2017,8,Nou Barris,50,les Roquetes,Cantàbria,0
2017,8,Nou Barris,51,Verdun,Cantàbria,0
2017,8,Nou Barris,52,la Prosperitat,Cantàbria,2
