Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloc_procedencia,Nombre
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Aragó,0
2017,3,Sants-Montjuïc,13,la Marina de Port,Aragó,8
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Aragó,7
2017,3,Sants-Montjuïc,15,Hostafrancs,Aragó,8
2017,3,Sants-Montjuïc,16,la Bordeta,Aragó,15
2017,3,Sants-Montjuïc,17,Sants - Badal,Aragó,16
2017,3,Sants-Montjuïc,18,Sants,Aragó,28
2017,4,Les Corts,19,les Corts,Aragó,35
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Aragó,7
2017,4,Les Corts,21,Pedralbes,Aragó,13
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Aragó,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Aragó,6
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Aragó,3
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Aragó,9
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Aragó,24
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Aragó,9
2017,6,Gràcia,28,Vallcarca i els Penitents,Aragó,7
2017,6,Gràcia,29,el Coll,Aragó,4
2017,6,Gràcia,30,la Salut,Aragó,3
2017,6,Gràcia,31,la Vila de Gràcia,Aragó,25
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Aragó,16
2017,7,Horta-Guinardó,33,el Baix Guinardó,Aragó,9
2017,7,Horta-Guinardó,34,Can Baró,Aragó,5
2017,7,Horta-Guinardó,35,el Guinardó,Aragó,15
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Aragó,3
2017,7,Horta-Guinardó,37,el Carmel,Aragó,12
2017,7,Horta-Guinardó,38,la Teixonera,Aragó,4
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Aragó,4
2017,7,Horta-Guinardó,40,Montbau,Aragó,6
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Aragó,1
2017,7,Horta-Guinardó,42,la Clota,Aragó,0
2017,7,Horta-Guinardó,43,Horta,Aragó,12
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Aragó,6
2017,8,Nou Barris,45,Porta,Aragó,12
2017,8,Nou Barris,46,el Turó de la Peira,Aragó,9
2017,8,Nou Barris,47,Can Peguera,Aragó,0
2017,8,Nou Barris,48,la Guineueta,Aragó,2
2017,8,Nou Barris,49,Canyelles,Aragó,0
2017,8,Nou Barris,50,les Roquetes,Aragó,11
2017,8,Nou Barris,51,Verdun,Aragó,5
2017,8,Nou Barris,52,la Prosperitat,Aragó,9
2017,8,Nou Barris,53,la Trinitat Nova,Aragó,2
2017,8,Nou Barris,54,Torre Baró,Aragó,0
2017,8,Nou Barris,55,Ciutat Meridiana,Aragó,9
2017,8,Nou Barris,56,Vallbona,Aragó,0
2017,9,Sant Andreu,57,la Trinitat Vella,Aragó,9
2017,9,Sant Andreu,58,Baró de Viver,Aragó,1
2017,9,Sant Andreu,59,el Bon Pastor,Aragó,4
2017,9,Sant Andreu,60,Sant Andreu,Aragó,19
2017,9,Sant Andreu,61,la Sagrera,Aragó,17
2017,9,Sant Andreu,62,el Congrés i els Indians,Aragó,5
2017,9,Sant Andreu,63,Navas,Aragó,11
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Aragó,23
2017,10,Sant Martí,65,el Clot,Aragó,17
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Aragó,11
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Aragó,3
2017,10,Sant Martí,68,el Poblenou,Aragó,18
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Aragó,7
2017,10,Sant Martí,70,el Besòs i el Maresme,Aragó,19
2017,10,Sant Martí,71,Provençals del Poblenou,Aragó,14
2017,10,Sant Martí,72,Sant Martí de Provençals,Aragó,20
2017,10,Sant Martí,73,la Verneda i la Pau,Aragó,7
2017,99,No consta,99,No consta,Aragó,0
2017,1,Ciutat Vella,1,el Raval,Principat  d'Astúries,14
2017,1,Ciutat Vella,2,el Barri Gòtic,Principat  d'Astúries,3
2017,1,Ciutat Vella,3,la Barceloneta,Principat  d'Astúries,1
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Principat  d'Astúries,6
2017,2,Eixample,5,el Fort Pienc,Principat  d'Astúries,13
2017,2,Eixample,6,la Sagrada Família,Principat  d'Astúries,10
2017,2,Eixample,7,la Dreta de l'Eixample,Principat  d'Astúries,23
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Principat  d'Astúries,15
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Principat  d'Astúries,21
2017,2,Eixample,10,Sant Antoni,Principat  d'Astúries,16
2017,3,Sants-Montjuïc,11,el Poble Sec,Principat  d'Astúries,10
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Principat  d'Astúries,0
2017,3,Sants-Montjuïc,13,la Marina de Port,Principat  d'Astúries,5
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Principat  d'Astúries,7
2017,3,Sants-Montjuïc,15,Hostafrancs,Principat  d'Astúries,4
2017,3,Sants-Montjuïc,16,la Bordeta,Principat  d'Astúries,6
2017,3,Sants-Montjuïc,17,Sants - Badal,Principat  d'Astúries,3
2017,3,Sants-Montjuïc,18,Sants,Principat  d'Astúries,11
2017,4,Les Corts,19,les Corts,Principat  d'Astúries,14
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Principat  d'Astúries,6
2017,4,Les Corts,21,Pedralbes,Principat  d'Astúries,2
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Principat  d'Astúries,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Principat  d'Astúries,3
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Principat  d'Astúries,1
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Principat  d'Astúries,2
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Principat  d'Astúries,7
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Principat  d'Astúries,7
2017,6,Gràcia,28,Vallcarca i els Penitents,Principat  d'Astúries,4
2017,6,Gràcia,29,el Coll,Principat  d'Astúries,3
2017,6,Gràcia,30,la Salut,Principat  d'Astúries,2
2017,6,Gràcia,31,la Vila de Gràcia,Principat  d'Astúries,13
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Principat  d'Astúries,3
2017,7,Horta-Guinardó,33,el Baix Guinardó,Principat  d'Astúries,7
2017,7,Horta-Guinardó,34,Can Baró,Principat  d'Astúries,0
2017,7,Horta-Guinardó,35,el Guinardó,Principat  d'Astúries,6
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Principat  d'Astúries,0
2017,7,Horta-Guinardó,37,el Carmel,Principat  d'Astúries,1
2017,7,Horta-Guinardó,38,la Teixonera,Principat  d'Astúries,4
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Principat  d'Astúries,2
2017,7,Horta-Guinardó,40,Montbau,Principat  d'Astúries,2
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Principat  d'Astúries,0
2017,7,Horta-Guinardó,42,la Clota,Principat  d'Astúries,0
2017,7,Horta-Guinardó,43,Horta,Principat  d'Astúries,4
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Principat  d'Astúries,2
2017,8,Nou Barris,45,Porta,Principat  d'Astúries,1
2017,8,Nou Barris,46,el Turó de la Peira,Principat  d'Astúries,1
2017,8,Nou Barris,47,Can Peguera,Principat  d'Astúries,0
2017,8,Nou Barris,48,la Guineueta,Principat  d'Astúries,0
2017,8,Nou Barris,49,Canyelles,Principat  d'Astúries,0
2017,8,Nou Barris,50,les Roquetes,Principat  d'Astúries,0
2017,8,Nou Barris,51,Verdun,Principat  d'Astúries,0
2017,8,Nou Barris,52,la Prosperitat,Principat  d'Astúries,5
2017,8,Nou Barris,53,la Trinitat Nova,Principat  d'Astúries,0
2017,8,Nou Barris,54,Torre Baró,Principat  d'Astúries,0
2017,8,Nou Barris,55,Ciutat Meridiana,Principat  d'Astúries,0
2017,8,Nou Barris,56,Vallbona,Principat  d'Astúries,0
2017,9,Sant Andreu,57,la Trinitat Vella,Principat  d'Astúries,2
2017,9,Sant Andreu,58,Baró de Viver,Principat  d'Astúries,0
2017,9,Sant Andreu,59,el Bon Pastor,Principat  d'Astúries,2
2017,9,Sant Andreu,60,Sant Andreu,Principat  d'Astúries,4
2017,9,Sant Andreu,61,la Sagrera,Principat  d'Astúries,3
2017,9,Sant Andreu,62,el Congrés i els Indians,Principat  d'Astúries,2
2017,9,Sant Andreu,63,Navas,Principat  d'Astúries,2
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Principat  d'Astúries,13
2017,10,Sant Martí,65,el Clot,Principat  d'Astúries,6
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Principat  d'Astúries,3
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Principat  d'Astúries,3
2017,10,Sant Martí,68,el Poblenou,Principat  d'Astúries,3
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Principat  d'Astúries,0
2017,10,Sant Martí,70,el Besòs i el Maresme,Principat  d'Astúries,2
2017,10,Sant Martí,71,Provençals del Poblenou,Principat  d'Astúries,3
2017,10,Sant Martí,72,Sant Martí de Provençals,Principat  d'Astúries,3
2017,10,Sant Martí,73,la Verneda i la Pau,Principat  d'Astúries,2
2017,99,No consta,99,No consta,Principat  d'Astúries,0
2017,1,Ciutat Vella,1,el Raval,Illes Balears,66
2017,1,Ciutat Vella,2,el Barri Gòtic,Illes Balears,35
2017,1,Ciutat Vella,3,la Barceloneta,Illes Balears,17
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Illes Balears,37
2017,2,Eixample,5,el Fort Pienc,Illes Balears,40
2017,2,Eixample,6,la Sagrada Família,Illes Balears,41
2017,2,Eixample,7,la Dreta de l'Eixample,Illes Balears,71
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Illes Balears,73
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Illes Balears,76
